-3.1375457787419236e-12,7.782057649441679e-07,-3.0505112325052153e-15,-3.4617472470606344e-07
-7.068512442032215e-12,1.305731423587675e-06,1.0156233493097133e-12,-4.310058617073915e-07
-6.092237825328084e-12,4.0263548627689554e-07,4.503198161587285e-12,9.580896816715345e-08
-8.694628350625067e-12,-9.973768090743132e-07,6.028568269589307e-12,7.708875912023755e-07
-1.4057227604169498e-11,-1.946377558842647e-06,5.468138095099384e-12,1.1957260850092436e-06
-2.338368387810874e-11,-1.7301494425051278e-06,7.32597316144279e-12,1.2141684081354341e-06
-1.8081800651881252e-05,-6.060486654677934e-06,-9.96957988663521e-06,-2.34221180411779e-05
-3.812605954395254e-05,-1.6626849168828624e-05,-1.4104647779586508e-05,-4.5366943815206354e-05
-5.3290770073460836e-05,-2.384675641755262e-05,-1.3359754397798684e-05,-5.9407356812804166e-05
-6.0095505743124056e-05,-2.6755720382805976e-05,-1.0448786002528396e-05,-6.350338651333384e-05
-5.7899537069583396e-05,-2.287401586457678e-05,-7.791184953248077e-06,-5.670997968971157e-05
-4.978805525607255e-05,-6.737794434235125e-06,-6.610734902838446e-06,-3.966638541649456e-05
-2.8384331387465433e-05,1.5372354039344324e-05,-1.0675660680381418e-06,-1.3214608421269203e-05
4.966248592691569e-05,-5.3391263730662164e-05,-7.806830730671711e-06,1.272015553447324e-05
7.92917744371624e-05,-3.2241879836973804e-05,-1.654706396825127e-05,1.8796675831696773e-05
5.937546898793222e-05,3.886014266348773e-07,-2.1640999442001235e-05,3.7114556385851004e-05
4.898447323137267e-05,2.4420500040049555e-05,-2.067981890031649e-05,4.895647454850223e-05
4.147714976782124e-05,3.6241591219209556e-05,-1.8101304450336003e-05,5.054327234557763e-05
3.3125221733598664e-05,3.512190732910263e-05,-1.6230830447263797e-05,4.097305085454597e-05
2.207736417289552e-05,2.213144847752844e-05,-1.4922302816411381e-05,2.1873092349705518e-05
-1.8365932289515774e-05,-1.3203875579850637e-05,-1.6008550202565447e-05,-3.138831814717899e-05
-3.560463803295444e-05,-3.574922092015095e-05,-2.1636767750844027e-05,-5.840355496782631e-05
-5.071053727742636e-05,-5.2432164902881107e-05,-2.108331657403595e-05,-7.526333742202424e-05
-6.099247764568272e-05,-5.968241928666596e-05,-1.8779920326738447e-05,-8.024278277597198e-05
-6.75534758254881e-05,-5.342412451275237e-05,-1.675283549590345e-05,-7.231481218623447e-05
-7.72131359225714e-05,-2.7390652499342718e-05,-1.5065096640686643e-05,-5.2033259417313526e-05
-6.869861934938326e-05,1.5526783762164625e-05,-2.988857513861821e-06,-1.8425050960085843e-05
